customer_id,product_id,order_id,City,State,Date,Product_Category,Sales,Quantity_Sold
677,9,930,Phoenix,Arizona,1/17/2023,Electronics,331.66,2
356,15,7,Houston,Texas,1/18/2023,Electronics,241.81,3
190,5,1208,Chicago,Illinois,1/19/2023,Toys,919.91,8
521,4,548,San Jose,California,1/19/2023,Electronics,753.49,9
585,16,694,Houston,Texas,1/20/2023,Furniture,324.19,4
25,1,67,Philadelphia,Pennsylvania,1/20/2023,Toys,594.06,7
435,14,897,Los Angeles,California,1/21/2023,Books,527.03,7
276,7,264,New York,New York,1/21/2023,Electronics,880.85,9
227,19,1149,Chicago,Illinois,1/22/2023,Toys,738.23,2
234,19,640,Houston,Texas,1/22/2023,Electronics,716.44,5
593,5,1245,New York,New York,1/22/2023,Clothing,406.26,9
673,16,23,San Jose,California,1/23/2023,Books,636.8,4
80,16,459,Philadelphia,Pennsylvania,1/23/2023,Electronics,838.17,5
178,16,578,San Jose,California,1/25/2023,Electronics,255.82,9
464,12,449,Chicago,Illinois,1/25/2023,Furniture,725.02,1
382,15,1113,Houston,Texas,1/25/2023,Books,623.22,9
598,1,442,Phoenix,Arizona,1/26/2023,Furniture,892.97,1
249,4,880,Los Angeles,California,1/26/2023,Furniture,843.55,3
248,14,135,San Diego,California,1/27/2023,Toys,896.33,2
101,5,453,New York,New York,1/28/2023,Toys,254.51,3
161,10,243,San Diego,California,1/28/2023,Clothing,139.68,4
181,13,604,San Antonio,Texas,1/28/2023,Toys,644.14,6
152,16,1124,Philadelphia,Pennsylvania,1/28/2023,Electronics,795.44,6
328,17,672,New York,New York,1/28/2023,Clothing,523.9,2
211,13,194,Philadelphia,Pennsylvania,1/29/2023,Toys,403.53,3
291,2,1019,San Jose,California,1/29/2023,Electronics,768.92,8
465,20,508,Dallas,Texas,1/30/2023,Electronics,244.06,10
12,19,253,San Diego,California,2/2/2023,Electronics,153.03,6
127,3,1093,New York,New York,2/2/2023,Electronics,963.23,10
156,4,727,San Jose,California,2/2/2023,Books,503.76,1
488,15,691,New York,New York,2/3/2023,Furniture,267.14,8
207,7,84,Los Angeles,California,2/3/2023,Books,238.57,6
676,19,703,Philadelphia,Pennsylvania,2/3/2023,Electronics,779.48,9
186,4,539,San Jose,California,2/4/2023,Electronics,621.35,10
364,20,812,San Antonio,Texas,2/4/2023,Clothing,599.8,4
567,18,363,Phoenix,Arizona,2/4/2023,Clothing,658.69,9
380,16,312,Philadelphia,Pennsylvania,2/4/2023,Books,717,4
204,2,1106,San Antonio,Texas,2/4/2023,Furniture,841.42,4
244,6,53,Phoenix,Arizona,2/5/2023,Toys,670.34,10
299,17,1000,Philadelphia,Pennsylvania,2/5/2023,Furniture,136.09,10
192,18,431,Los Angeles,California,2/5/2023,Books,321.19,8
401,6,1165,Houston,Texas,2/6/2023,Books,215.04,6
666,15,48,Chicago,Illinois,2/6/2023,Electronics,970.6,10
574,13,73,Houston,Texas,2/6/2023,Toys,706,1
18,15,922,Chicago,Illinois,2/7/2023,Toys,212.22,1
206,6,342,New York,New York,2/8/2023,Books,580.74,2
130,5,467,Houston,Texas,2/8/2023,Electronics,295.11,3
241,12,591,Dallas,Texas,2/8/2023,Electronics,615.82,4
107,2,1002,New York,New York,2/8/2023,Toys,374.56,4
670,16,1188,San Jose,California,2/8/2023,Electronics,662.79,4
418,2,1118,Dallas,Texas,2/8/2023,Electronics,850.51,1
581,10,1014,Phoenix,Arizona,2/8/2023,Toys,173.15,1
191,1,562,Dallas,Texas,2/10/2023,Books,694.37,8
655,6,359,Los Angeles,California,2/10/2023,Toys,459.37,6
676,19,114,San Diego,California,2/10/2023,Clothing,276.01,9
532,8,709,Dallas,Texas,2/11/2023,Furniture,397.76,1
361,19,826,Houston,Texas,2/11/2023,Electronics,355.57,8
331,5,1156,Houston,Texas,2/12/2023,Electronics,576.87,7
468,20,740,Chicago,Illinois,2/12/2023,Furniture,830.66,1
531,14,1213,San Antonio,Texas,2/13/2023,Furniture,490.57,2
245,14,830,San Jose,California,2/13/2023,Clothing,376.08,6
392,18,25,Houston,Texas,2/13/2023,Toys,842.95,9
536,19,1088,Philadelphia,Pennsylvania,2/13/2023,Toys,695.94,9
511,2,261,Houston,Texas,2/14/2023,Books,717.42,6
466,13,876,New York,New York,2/15/2023,Toys,783.16,9
597,14,1116,Los Angeles,California,2/15/2023,Electronics,461.3,5
514,1,281,San Jose,California,2/15/2023,Toys,251.9,3
277,6,940,Dallas,Texas,2/16/2023,Clothing,320.1,6
222,14,793,San Jose,California,2/16/2023,Clothing,125.16,5
234,15,1084,Philadelphia,Pennsylvania,2/16/2023,Electronics,608.01,5
46,5,122,New York,New York,2/16/2023,Toys,425.18,4
356,10,80,Los Angeles,California,2/17/2023,Toys,616.92,1
416,19,744,San Jose,California,2/17/2023,Clothing,960.87,2
17,10,237,San Diego,California,2/17/2023,Toys,883.28,7
200,1,662,Dallas,Texas,2/18/2023,Books,276.3,2
628,5,1235,Houston,Texas,2/18/2023,Furniture,975.14,5
431,14,1082,San Diego,California,2/19/2023,Toys,223.78,7
685,16,991,Dallas,Texas,2/20/2023,Toys,378.79,2
180,12,22,Phoenix,Arizona,2/20/2023,Clothing,106.2,1
621,6,303,San Antonio,Texas,2/20/2023,Toys,917.89,1
241,11,921,San Diego,California,2/20/2023,Furniture,227.21,6
283,10,367,Philadelphia,Pennsylvania,2/20/2023,Electronics,508.26,3
530,4,228,San Jose,California,2/20/2023,Clothing,436.93,5
161,20,115,Los Angeles,California,2/21/2023,Clothing,189.76,2
589,12,911,San Jose,California,2/21/2023,Clothing,582.99,4
490,16,884,San Antonio,Texas,2/21/2023,Clothing,940.26,9
59,4,513,Dallas,Texas,2/22/2023,Clothing,719.59,8
388,9,1008,New York,New York,2/22/2023,Clothing,795.71,4
351,18,481,Philadelphia,Pennsylvania,2/22/2023,Toys,857.29,7
238,2,1255,Houston,Texas,2/22/2023,Books,751.47,4
416,7,457,Dallas,Texas,2/22/2023,Clothing,788.73,6
106,18,1058,Phoenix,Arizona,2/22/2023,Furniture,994.26,8
674,7,632,Philadelphia,Pennsylvania,2/22/2023,Clothing,714.66,1
103,6,680,San Jose,California,2/23/2023,Electronics,246.46,4
232,5,298,Chicago,Illinois,2/23/2023,Electronics,180.69,2
357,12,785,Dallas,Texas,2/23/2023,Toys,965.72,2
625,2,620,San Jose,California,2/23/2023,Clothing,553.99,7
504,4,800,San Antonio,Texas,2/23/2023,Furniture,844,5
184,15,993,Los Angeles,California,2/23/2023,Books,126.43,5
84,3,987,Phoenix,Arizona,2/23/2023,Electronics,412.17,1
469,4,1092,New York,New York,2/24/2023,Toys,708.24,7
646,1,522,Chicago,Illinois,2/25/2023,Electronics,368.09,8
6,17,355,Phoenix,Arizona,2/25/2023,Clothing,340.59,8
34,1,329,Dallas,Texas,2/26/2023,Furniture,986.61,2
33,16,290,New York,New York,2/27/2023,Electronics,812.32,6
530,4,954,Houston,Texas,2/27/2023,Furniture,266.49,8
283,9,41,Houston,Texas,2/27/2023,Furniture,738.81,6
255,10,1214,New York,New York,2/27/2023,Books,270.88,9
142,16,409,Houston,Texas,2/27/2023,Electronics,769.4,7
417,6,997,Houston,Texas,2/27/2023,Books,174.23,2
255,5,471,San Jose,California,2/28/2023,Toys,499.68,1
564,18,1023,Los Angeles,California,3/1/2023,Clothing,123.82,5
459,5,94,New York,New York,3/1/2023,Toys,345.35,9
278,10,234,Los Angeles,California,3/2/2023,Toys,313.99,1
161,12,941,Dallas,Texas,3/2/2023,Clothing,945.45,1
30,8,389,San Diego,California,3/3/2023,Electronics,982.95,2
383,18,681,Philadelphia,Pennsylvania,3/3/2023,Toys,163.6,1
289,9,43,New York,New York,3/3/2023,Toys,400.48,6
592,16,636,Los Angeles,California,3/4/2023,Toys,741.49,7
75,5,1004,Philadelphia,Pennsylvania,3/4/2023,Clothing,172.06,7
116,18,155,New York,New York,3/4/2023,Toys,518.16,3
505,18,348,Chicago,Illinois,3/4/2023,Electronics,973.25,2
16,12,173,Chicago,Illinois,3/6/2023,Toys,893.06,6
316,15,523,Los Angeles,California,3/6/2023,Clothing,622.52,10
271,10,975,Dallas,Texas,3/6/2023,Electronics,560.79,10
218,1,767,Dallas,Texas,3/7/2023,Toys,664.17,2
198,16,881,Chicago,Illinois,3/7/2023,Furniture,801.49,3
363,20,151,Chicago,Illinois,3/8/2023,Toys,732.19,4
656,4,260,Phoenix,Arizona,3/9/2023,Electronics,491.14,3
362,18,219,San Jose,California,3/9/2023,Toys,937.44,8
119,4,224,Philadelphia,Pennsylvania,3/10/2023,Furniture,283.73,10
126,4,682,San Jose,California,3/10/2023,Electronics,827.58,2
300,13,888,San Antonio,Texas,3/10/2023,Toys,817.56,7
188,4,187,Houston,Texas,3/10/2023,Electronics,105.9,3
279,17,13,Philadelphia,Pennsylvania,3/11/2023,Toys,444.04,3
615,2,126,San Jose,California,3/13/2023,Books,750.14,3
301,20,1144,San Antonio,Texas,3/13/2023,Toys,575.27,3
186,12,1153,Phoenix,Arizona,3/14/2023,Toys,616.06,10
140,1,1119,Chicago,Illinois,3/15/2023,Furniture,112.59,4
259,4,1211,New York,New York,3/16/2023,Furniture,195.52,10
211,7,867,San Diego,California,3/16/2023,Books,671.6,10
256,4,486,Philadelphia,Pennsylvania,3/16/2023,Toys,360.06,9
530,6,452,Chicago,Illinois,3/17/2023,Books,655.61,7
123,17,1223,San Antonio,Texas,3/17/2023,Toys,131.47,2
540,19,1022,San Antonio,Texas,3/17/2023,Furniture,879,10
129,13,1239,San Jose,California,3/19/2023,Toys,244.7,7
18,10,319,San Antonio,Texas,3/19/2023,Books,781.24,5
659,19,1013,Chicago,Illinois,3/19/2023,Electronics,603.47,1
332,6,650,Chicago,Illinois,3/21/2023,Toys,893.11,1
387,11,599,San Diego,California,3/22/2023,Toys,732.77,8
621,3,796,Dallas,Texas,3/22/2023,Toys,167,1
371,3,331,Philadelphia,Pennsylvania,3/22/2023,Books,725.91,2
614,19,1039,Philadelphia,Pennsylvania,3/22/2023,Clothing,629.3,5
612,10,970,New York,New York,3/23/2023,Toys,246.84,4
567,12,1010,Los Angeles,California,3/24/2023,Toys,916.85,6
477,4,789,Philadelphia,Pennsylvania,3/25/2023,Toys,960.06,8
659,18,846,Los Angeles,California,3/26/2023,Furniture,426.05,3
73,5,850,New York,New York,3/27/2023,Books,413.39,1
343,20,710,San Diego,California,3/27/2023,Clothing,603.23,10
521,19,916,Houston,Texas,3/27/2023,Books,473.24,5
257,4,593,Phoenix,Arizona,3/29/2023,Toys,368.84,10
601,13,762,San Jose,California,3/30/2023,Electronics,392.5,9
444,4,586,Los Angeles,California,3/30/2023,Furniture,972.94,7
52,9,1123,Houston,Texas,3/31/2023,Clothing,832.27,3
405,8,83,Los Angeles,California,3/31/2023,Toys,579.04,9
576,9,935,San Jose,California,3/31/2023,Electronics,675.2,6
685,20,904,Dallas,Texas,4/1/2023,Electronics,307.65,9
498,7,400,Philadelphia,Pennsylvania,4/2/2023,Electronics,679.28,2
246,19,806,Houston,Texas,4/2/2023,Toys,235.95,2
276,8,79,New York,New York,4/2/2023,Toys,828.65,5
285,20,469,San Diego,California,4/2/2023,Toys,137.3,8
394,5,287,New York,New York,4/3/2023,Toys,628.79,10
665,16,351,Philadelphia,Pennsylvania,4/3/2023,Toys,307.24,6
234,14,855,San Jose,California,4/4/2023,Electronics,696.59,9
500,10,953,New York,New York,4/5/2023,Electronics,371.59,10
406,8,1186,San Diego,California,4/5/2023,Toys,108.68,9
154,18,913,San Antonio,Texas,4/5/2023,Electronics,245.8,3
340,14,840,San Jose,California,4/5/2023,Electronics,880.27,2
444,4,1122,Dallas,Texas,4/6/2023,Clothing,185.28,1
576,3,238,San Diego,California,4/6/2023,Electronics,789.03,10
336,5,895,Los Angeles,California,4/6/2023,Electronics,139.1,6
471,8,731,San Antonio,Texas,4/6/2023,Toys,260.43,3
655,3,1195,Phoenix,Arizona,4/6/2023,Toys,618.79,1
644,14,631,San Diego,California,4/7/2023,Furniture,125.19,5
51,13,973,San Antonio,Texas,4/7/2023,Toys,267.82,8
279,12,249,Dallas,Texas,4/8/2023,Clothing,824.5,3
581,4,54,San Antonio,Texas,4/8/2023,Furniture,103.97,1
43,4,403,Houston,Texas,4/8/2023,Electronics,898.38,1
237,15,423,New York,New York,4/9/2023,Toys,163.79,7
152,3,673,San Diego,California,4/9/2023,Clothing,218.85,7
227,11,665,Houston,Texas,4/9/2023,Books,303.97,7
46,10,677,Phoenix,Arizona,4/9/2023,Toys,209.82,9
494,16,1020,San Jose,California,4/9/2023,Furniture,529.33,4
663,3,937,San Antonio,Texas,4/9/2023,Clothing,233.54,10
133,5,958,Houston,Texas,4/9/2023,Electronics,552.5,7
681,2,450,Phoenix,Arizona,4/9/2023,Electronics,780.55,10
75,15,197,Phoenix,Arizona,4/9/2023,Electronics,732.53,2
512,3,550,New York,New York,4/10/2023,Electronics,928.46,7
426,7,720,Philadelphia,Pennsylvania,4/10/2023,Toys,374.61,9
497,6,429,Houston,Texas,4/10/2023,Books,435.13,2
6,12,241,San Antonio,Texas,4/10/2023,Furniture,104.22,4
410,4,860,Los Angeles,California,4/11/2023,Furniture,813.73,9
245,12,365,New York,New York,4/11/2023,Furniture,132.5,4
553,13,460,New York,New York,4/11/2023,Electronics,439.28,6
114,2,655,Phoenix,Arizona,4/11/2023,Toys,508.7,5
225,15,397,San Jose,California,4/13/2023,Furniture,584.56,4
533,16,130,San Jose,California,4/13/2023,Electronics,777.44,9
588,13,815,Philadelphia,Pennsylvania,4/13/2023,Books,238.29,7
304,4,1233,Dallas,Texas,4/13/2023,Toys,129.14,3
423,13,891,Chicago,Illinois,4/14/2023,Electronics,962.52,7
566,3,854,San Diego,California,4/14/2023,Electronics,227.8,8
296,4,803,Los Angeles,California,4/15/2023,Electronics,176.49,10
58,5,1035,Philadelphia,Pennsylvania,4/15/2023,Clothing,981.3,9
349,4,1043,Los Angeles,California,4/16/2023,Toys,978.21,9
86,20,99,Los Angeles,California,4/16/2023,Books,876.43,8
124,10,708,New York,New York,4/16/2023,Furniture,847.4,7
537,1,535,San Jose,California,4/17/2023,Toys,981.01,1
354,11,349,New York,New York,4/17/2023,Furniture,229.21,8
175,17,989,Phoenix,Arizona,4/18/2023,Furniture,712.2,4
489,12,134,Los Angeles,California,4/18/2023,Electronics,175.34,3
114,8,299,Dallas,Texas,4/19/2023,Furniture,556.53,4
189,1,332,Phoenix,Arizona,4/19/2023,Furniture,336.17,7
642,1,324,Los Angeles,California,4/21/2023,Toys,891.73,1
467,19,554,Dallas,Texas,4/21/2023,Toys,506.24,6
418,10,1009,Chicago,Illinois,4/22/2023,Electronics,378.27,6
336,6,585,Los Angeles,California,4/22/2023,Toys,105.68,6
473,17,160,Philadelphia,Pennsylvania,4/22/2023,Books,329.22,7
439,20,490,New York,New York,4/23/2023,Clothing,186.38,9
28,8,232,San Antonio,Texas,4/23/2023,Toys,619.55,4
311,1,635,Chicago,Illinois,4/23/2023,Toys,867.14,3
35,9,385,San Antonio,Texas,4/23/2023,Toys,897.7,7
356,6,985,Chicago,Illinois,4/23/2023,Toys,604.19,10
630,4,376,Los Angeles,California,4/23/2023,Clothing,276.96,3
628,5,1204,Chicago,Illinois,4/24/2023,Electronics,648.55,5
100,8,938,San Diego,California,4/24/2023,Clothing,433.64,3
127,13,764,Houston,Texas,4/25/2023,Books,115.27,4
485,18,1157,San Jose,California,4/26/2023,Furniture,353.43,6
246,3,713,Houston,Texas,4/26/2023,Clothing,984.22,3
535,3,271,Los Angeles,California,4/26/2023,Furniture,760.45,8
629,12,391,San Antonio,Texas,4/27/2023,Clothing,872.02,3
222,10,247,New York,New York,4/27/2023,Electronics,120.75,10
354,15,98,Phoenix,Arizona,4/28/2023,Books,793.29,10
503,6,630,Chicago,Illinois,4/28/2023,Furniture,643.37,4
124,20,943,San Diego,California,4/29/2023,Electronics,801.45,10
142,16,1033,Houston,Texas,4/29/2023,Electronics,456.72,8
156,14,1191,Phoenix,Arizona,4/30/2023,Furniture,873.58,7
40,1,1090,New York,New York,4/30/2023,Furniture,719.37,3
397,16,387,Los Angeles,California,5/1/2023,Furniture,445.62,8
94,12,1216,San Diego,California,5/1/2023,Toys,682.31,1
32,11,105,San Antonio,Texas,5/2/2023,Clothing,323.7,3
406,7,894,Houston,Texas,5/2/2023,Clothing,647.9,2
18,7,829,San Antonio,Texas,5/2/2023,Furniture,267.66,3
653,1,537,Philadelphia,Pennsylvania,5/2/2023,Furniture,969.13,1
298,13,976,San Antonio,Texas,5/2/2023,Books,870.33,5
401,15,560,San Diego,California,5/2/2023,Clothing,514.9,3
144,8,1079,Philadelphia,Pennsylvania,5/3/2023,Furniture,599.32,6
295,3,70,San Diego,California,5/4/2023,Toys,628.14,5
559,9,772,Phoenix,Arizona,5/4/2023,Books,537.04,9
342,20,200,San Jose,California,5/5/2023,Toys,887.46,4
425,14,26,Chicago,Illinois,5/6/2023,Electronics,173.04,4
164,5,925,New York,New York,5/6/2023,Electronics,908.97,9
593,11,996,Phoenix,Arizona,5/6/2023,Electronics,342.11,7
17,15,608,New York,New York,5/6/2023,Clothing,118.56,9
490,16,784,San Jose,California,5/6/2023,Clothing,779.55,4
91,5,580,San Jose,California,5/6/2023,Furniture,780.35,7
330,19,792,Los Angeles,California,5/7/2023,Toys,283.97,1
297,16,373,Dallas,Texas,5/7/2023,Books,844.44,7
1,3,335,New York,New York,5/7/2023,Electronics,358.33,4
581,9,352,San Antonio,Texas,5/8/2023,Furniture,357.28,8
507,20,466,San Diego,California,5/8/2023,Toys,471.38,8
38,18,827,San Jose,California,5/8/2023,Toys,266.84,8
303,4,712,Dallas,Texas,5/8/2023,Electronics,433.89,4
443,4,57,Chicago,Illinois,5/9/2023,Toys,367.12,10
496,4,683,Chicago,Illinois,5/9/2023,Toys,426.47,5
634,6,14,San Diego,California,5/9/2023,Electronics,323.05,9
85,15,123,Houston,Texas,5/10/2023,Clothing,511.23,6
532,17,1234,San Diego,California,5/10/2023,Furniture,550.98,6
621,2,112,Philadelphia,Pennsylvania,5/11/2023,Furniture,780.64,6
510,10,1139,Phoenix,Arizona,5/11/2023,Clothing,583.54,8
452,9,934,Houston,Texas,5/11/2023,Books,829.84,2
124,1,570,New York,New York,5/11/2023,Electronics,112.74,2
542,1,822,Los Angeles,California,5/12/2023,Furniture,519.06,5
226,15,170,Philadelphia,Pennsylvania,5/13/2023,Furniture,808.77,1
359,3,3,Philadelphia,Pennsylvania,5/13/2023,Books,826.79,9
17,4,412,Philadelphia,Pennsylvania,5/13/2023,Toys,507.38,1
501,20,933,Philadelphia,Pennsylvania,5/13/2023,Electronics,493.52,8
415,13,470,San Jose,California,5/14/2023,Books,111.74,1
411,10,68,Phoenix,Arizona,5/14/2023,Furniture,297.21,7
231,7,368,Phoenix,Arizona,5/15/2023,Electronics,677.36,3
260,12,337,Chicago,Illinois,5/15/2023,Books,246.66,9
523,11,17,San Antonio,Texas,5/15/2023,Clothing,609.76,9
450,18,1063,Los Angeles,California,5/16/2023,Toys,705.68,9
664,4,701,San Jose,California,5/16/2023,Books,592.44,2
65,12,383,San Antonio,Texas,5/16/2023,Toys,825.65,5
677,2,301,Philadelphia,Pennsylvania,5/17/2023,Books,267.88,5
205,3,478,San Antonio,Texas,5/18/2023,Books,252.68,9
615,12,166,Phoenix,Arizona,5/19/2023,Furniture,246.45,10
303,12,670,Chicago,Illinois,5/20/2023,Electronics,124.11,3
464,18,598,New York,New York,5/21/2023,Toys,401.7,4
463,15,1073,San Antonio,Texas,5/21/2023,Furniture,346.89,3
631,11,968,Philadelphia,Pennsylvania,5/22/2023,Electronics,597.52,10
435,20,818,Los Angeles,California,5/23/2023,Electronics,221.71,8
81,12,576,San Diego,California,5/23/2023,Toys,876.66,8
685,7,153,New York,New York,5/23/2023,Toys,751.07,3
486,13,759,Los Angeles,California,5/24/2023,Electronics,735.77,6
44,20,1236,Dallas,Texas,5/24/2023,Clothing,122.13,6
205,10,802,Los Angeles,California,5/24/2023,Electronics,264.72,5
656,20,1132,New York,New York,5/24/2023,Books,103.46,10
182,10,27,Houston,Texas,5/24/2023,Toys,385.29,4
612,20,698,Los Angeles,California,5/24/2023,Books,339.29,4
297,6,808,Phoenix,Arizona,5/24/2023,Electronics,443.65,1
476,10,609,Dallas,Texas,5/25/2023,Books,151.31,7
422,19,125,Chicago,Illinois,5/25/2023,Toys,920.23,5
322,15,133,Chicago,Illinois,5/25/2023,Furniture,158.3,9
586,13,279,Houston,Texas,5/25/2023,Furniture,434.9,10
585,14,1057,San Antonio,Texas,5/25/2023,Toys,730.14,2
447,17,458,Phoenix,Arizona,5/26/2023,Clothing,959.28,3
281,3,257,Chicago,Illinois,5/26/2023,Furniture,709.16,10
167,13,594,Chicago,Illinois,5/27/2023,Clothing,868.1,4
474,16,770,Philadelphia,Pennsylvania,5/27/2023,Furniture,522.59,2
362,10,121,Chicago,Illinois,5/27/2023,Books,244.99,7
241,14,1166,Dallas,Texas,5/27/2023,Toys,686.52,9
462,5,957,Philadelphia,Pennsylvania,5/27/2023,Toys,637.62,8
685,18,964,Los Angeles,California,5/27/2023,Clothing,657.78,9
1,10,210,San Jose,California,5/28/2023,Electronics,932.76,10
218,5,1024,Phoenix,Arizona,5/28/2023,Clothing,315.64,10
148,16,898,San Jose,California,5/28/2023,Electronics,650.97,1
311,7,520,San Diego,California,5/29/2023,Furniture,744.5,2
641,12,2,San Jose,California,5/30/2023,Electronics,804.27,5
209,11,1125,Phoenix,Arizona,5/30/2023,Books,731.79,3
381,19,267,San Diego,California,5/31/2023,Books,678.53,3
327,3,439,New York,New York,5/31/2023,Electronics,114.62,6
22,9,171,Philadelphia,Pennsylvania,5/31/2023,Books,604.25,7
429,20,1251,Houston,Texas,5/31/2023,Books,395.79,8
251,15,929,Chicago,Illinois,5/31/2023,Clothing,206.11,4
303,4,969,San Antonio,Texas,6/1/2023,Toys,245.65,5
571,16,605,Dallas,Texas,6/1/2023,Clothing,399.08,9
217,19,256,Los Angeles,California,6/1/2023,Electronics,680.33,9
97,6,1029,Dallas,Texas,6/1/2023,Toys,253.87,10
2,2,1101,Chicago,Illinois,6/1/2023,Toys,500.77,10
132,8,834,New York,New York,6/2/2023,Furniture,164.56,7
203,1,859,Houston,Texas,6/2/2023,Clothing,364.98,8
619,19,844,Los Angeles,California,6/3/2023,Clothing,494.09,10
90,19,1209,San Antonio,Texas,6/3/2023,Furniture,222.5,8
439,11,262,San Diego,California,6/3/2023,Toys,949.25,3
521,12,165,Houston,Texas,6/4/2023,Electronics,328.28,8
606,8,1021,Chicago,Illinois,6/4/2023,Toys,154.98,3
515,18,870,Chicago,Illinois,6/5/2023,Books,701.36,3
308,5,1114,Philadelphia,Pennsylvania,6/6/2023,Toys,433.9,10
535,17,1065,Houston,Texas,6/7/2023,Clothing,958.43,10
398,3,752,San Diego,California,6/7/2023,Toys,303.77,5
214,18,419,San Jose,California,6/7/2023,Furniture,634.66,10
81,5,305,Houston,Texas,6/9/2023,Clothing,517.33,9
333,13,676,San Antonio,Texas,6/9/2023,Books,565.09,1
236,18,242,Phoenix,Arizona,6/9/2023,Toys,786.76,5
444,7,602,Houston,Texas,6/9/2023,Books,233.52,3
348,15,1052,San Diego,California,6/9/2023,Furniture,241.35,5
260,17,198,New York,New York,6/9/2023,Furniture,672.33,1
13,4,1252,Philadelphia,Pennsylvania,6/9/2023,Electronics,343.82,3
616,13,1066,San Diego,California,6/10/2023,Furniture,690.98,5
670,8,250,Philadelphia,Pennsylvania,6/10/2023,Clothing,778.38,3
446,6,328,Philadelphia,Pennsylvania,6/10/2023,Books,154.18,1
366,3,475,San Antonio,Texas,6/10/2023,Toys,930.43,10
653,16,896,Dallas,Texas,6/11/2023,Electronics,637.18,9
477,20,722,Houston,Texas,6/11/2023,Toys,593.64,7
109,18,318,Phoenix,Arizona,6/12/2023,Books,194.71,9
583,15,542,Phoenix,Arizona,6/12/2023,Furniture,169.74,6
475,6,512,San Antonio,Texas,6/12/2023,Books,979.75,6
458,19,1194,Chicago,Illinois,6/12/2023,Toys,904.99,10
385,5,433,Dallas,Texas,6/13/2023,Clothing,268.78,10
637,1,369,Philadelphia,Pennsylvania,6/13/2023,Electronics,973.85,7
534,4,154,San Jose,California,6/13/2023,Toys,525.97,2
593,12,619,Los Angeles,California,6/14/2023,Books,857.67,4
563,19,557,San Diego,California,6/14/2023,Electronics,267.07,1
206,11,813,San Antonio,Texas,6/14/2023,Toys,388.05,4
336,12,190,Dallas,Texas,6/15/2023,Clothing,197.85,10
349,16,1197,New York,New York,6/16/2023,Toys,646.07,7
399,4,1219,Dallas,Texas,6/16/2023,Electronics,342.31,8
420,1,501,Phoenix,Arizona,6/17/2023,Clothing,862.66,10
240,12,284,Chicago,Illinois,6/17/2023,Furniture,614.12,4
