player_age,player_height_cm,player_weight_kg,training_hours_per_week,years_of_experience,injury_history,matches_played,average_score_per_game,assists_per_game,rebounds_per_game,steals_per_game,blocks_per_game,turnovers_per_game,field_goal_percentage,free_throw_percentage,three_point_percentage,sprint_speed_mps,vertical_jump_cm,bench_press_kg,team_rank,match_outcome
27,185,69,14.6016674141554,20,1,17,11.286743756916461,1.5546467249711706,9.226866843997396,1.1020422023667689,1.0462551322963602,1.657106790078958,0.4985904215650423,0.8378394515338845,0.20325575471053928,5.872375046807612,71.97335088559188,80.61201839151832,19,0
33,171,71,13.74666184077976,20,0,54,12.560816697870928,2.4713928889688375,4.041764138029958,0.5487444286591188,1.1910170109290097,0.9669029216802281,0.4813124085904139,0.8005440599058347,0.24235688449176,8.345168030395493,52.03546789396036,82.66039073994503,2,1
32,170,68,8.451991172374223,1,1,157,3.077737589339745,0.9821475849930508,8.041691861606704,-0.0374207747622477,1.1078891743866623,2.352382777941706,0.5855951480962582,0.5326961205867023,0.2610746785188535,8.293354095573047,68.27508610456684,52.24739050034083,9,1
32,187,71,10.427627041699774,5,1,142,2.607679093725065,1.70886114772909,5.440221267980015,1.6428213623271377,0.6399617033248048,1.8624308418507407,0.5336136008658527,0.7188550942416616,0.46248292451193607,6.45380519235467,44.979189768651395,102.20993836345389,29,0
36,188,32,18.65456576405314,5,1,183,6.424902285143084,1.094063068788615,2.0993943073201704,0.9203327783335193,1.0930850864105468,2.943050969668017,0.5983187687968886,0.6600316098873829,0.23689459754843328,7.770732560572533,55.45256290551019,78.88743392163362,27,0
29,167,80,11.98611629638626,2,0,78,11.218349790373102,1.4745938545047268,6.7612484957957495,1.2695748903404747,0.9297065736894311,1.2580149033868284,0.4379318996362962,0.6107738563791243,0.3314920850944798,8.099581580220864,64.30152360458686,77.7362514316841,18,0
37,167,68,13.91570126544193,15,0,44,10.582450904614163,1.2672819587423034,5.633898457728823,2.1000987705803955,0.5404036750722372,0.13891622424061145,0.3579648931695276,0.6438858813358013,0.37951972491817726,5.91013296573651,57.22594587881555,91.3191314142532,10,1
20,175,68,19.03777299194033,1,0,152,9.404587183554607,3.865599215790139,3.2754709671628146,1.5118907173970948,0.7093259776477283,3.4733725172502385,0.42744089740790886,0.6386714181844086,0.27361985060108995,7.092116133676233,71.8167362355622,107.3465648991638,8,0
22,172,54,11.997326604848631,5,0,26,13.26192999778873,1.2752580254740957,3.6784855929431304,-0.2490476701171651,0.7700147148354679,3.54895654248969,0.4274285733109766,0.5698817382713047,0.28310787148374683,5.655960215148385,66.00738928765736,69.61906624876391,22,0
36,184,98,10.824038575901131,7,1,85,5.716021941752684,2.921544748443426,2.9007939530968425,0.5876451458455019,0.10064570184058708,0.1914531045911061,0.5329659867178022,0.7054433040989492,0.4212474604111929,6.77885684063302,63.308351508573146,79.61406729592538,6,1
24,180,98,18.398031665721813,11,1,183,9.147275967819768,1.362066898056412,3.750523809351895,0.27937652528413026,0.8583726093911781,1.9598748272663395,0.37994190804724515,0.8917735256088808,0.4419284175821021,7.0962274418528155,58.09687683622703,75.86297159388572,15,0
38,191,49,18.663319317584165,10,1,198,9.432287571826203,1.4208918785454285,6.316910399219001,0.7831597194753852,0.46303889097977574,2.0922344911485204,0.4587207624933247,0.6120809788237329,0.4116911709003953,7.255302257733689,66.00910119141741,86.32524597141175,1,0
26,183,71,10.319573889529828,2,1,180,5.851061911266157,1.3618300718786651,3.1926089884466853,1.0645337663757246,0.48326380057970614,1.9001722997260693,0.4218746130071831,0.5833253020105114,0.48555280618011404,6.8547110219514344,60.27481866959892,88.74136530262516,14,1
24,173,88,13.879845238253104,14,1,131,21.50847475640164,4.4664203933706075,5.168774250308224,2.477431234512455,0.8468078637346934,3.781447655624709,0.43624091547630567,0.7634533353672615,0.28562156505643443,6.665317962809136,62.73300220308677,94.86080573932449,17,1
35,161,69,19.455916592498568,5,0,88,-0.802189943741979,2.7261839090256683,5.627703560942093,1.7032545946831177,0.6966433725614335,2.6513358771136706,0.3299733154608293,0.5985538942675543,0.499921661778334,6.541075215357394,55.465721859088084,50.809596341618054,24,1
21,181,65,5.832060427090944,16,0,100,16.20340416106133,1.8792438378140714,4.890920343990768,1.3782134276523519,0.5000214437255325,0.7213832400916445,0.4692978296588398,0.787166905545216,0.21810292725487887,5.854147053353092,74.28957043112482,99.67347744582071,7,1
31,162,64,5.597036292808758,2,0,123,14.000361063546293,1.4938257858588333,1.7686701496665624,1.4219210372665887,0.84560489899003,3.2175135768251826,0.49016189360785245,0.7485282933286378,0.2819498723645552,7.982892812726156,71.98829552272149,89.1884786492582,22,0
35,173,79,12.748707633034712,10,1,31,14.041438024276555,0.9835001715487053,6.4977516195429414,1.4375447439655467,0.5424743225966492,2.627040767343128,0.31466020234804315,0.8689745291023391,0.3542496471996286,8.507960612121407,48.18501633312611,87.75386933915722,11,1
26,172,114,9.368602154398827,18,1,146,10.479242673907658,1.922460036185672,2.66916509095007,0.32384000919739164,0.5416851323738893,2.5670600661889886,0.3390001985700209,0.5962394693330773,0.3041620951140177,8.020938555545948,46.738938443428395,68.34355126335447,13,1
38,174,87,13.727748274012253,5,0,56,16.667892866944605,0.8451511613168163,3.849881409046036,0.4953093287393736,1.1529507019830032,3.159940136438216,0.3211493169758232,0.8429444681087583,0.2415515586694258,7.855775662210441,54.02409075645575,63.42189006100422,25,1
19,166,58,15.86443029400392,17,1,12,7.758202014518309,2.3480673772542033,4.079710254477293,1.4276589072533896,0.8480556993385752,0.5710034237551156,0.3609187457191402,0.7847705164683194,0.4334815517301595,7.361793306246535,66.72449406356412,75.7220076853776,5,0
37,172,65,6.036115062814585,11,0,189,11.962195957475327,1.938270078529523,4.936298203512028,1.2024746548331866,0.8991666211212863,2.4769287765278234,0.32111425399224053,0.67632530076254,0.2786111711666855,7.358835174283769,39.19693536699142,83.02439686108463,14,1
32,191,70,18.235512137032924,5,1,40,10.366002127476927,1.8311635472448715,5.192462589836045,1.351124227823317,1.2702566582838888,3.0110396723840114,0.42399348800555764,0.6174852044016167,0.3909339093653336,8.081534074988724,60.104843483998685,62.73148051776853,2,0
24,191,62,9.15330501855434,6,0,22,8.838445475355483,4.857339636775537,6.371708867162532,2.0026452672426824,0.7302214665128608,1.9174415959455864,0.37745346603832497,0.59644247395377,0.41119261905541193,6.104541106796233,54.2687283967949,90.2498290693785,11,1
29,195,59,10.720212232702913,16,0,11,10.609260030093896,2.6339601402734276,4.3764087144966926,0.8539930417401289,0.6097922020050164,2.0451528967884114,0.5217584552891074,0.6765992584304068,0.23846447351757658,7.643224376123269,43.766178404795845,108.46375091282518,30,0
25,180,86,10.055551279460754,5,0,120,5.2562045585619295,2.7268741029807506,2.566441912787414,1.015209334221784,0.6144585767714912,2.0509698452272254,0.5787290313437959,0.6370537388542821,0.21558021561046528,7.062327364898339,56.8067377189927,63.966483536006585,26,1
32,182,67,17.59752287133798,16,1,16,6.679836999327892,4.922970692191734,7.174140264433853,1.3233941963918572,1.3551775831859127,3.383414113392961,0.4583161977964768,0.7433806036918655,0.4923001867997669,6.547139558265423,61.22756144112093,77.36126555551455,9,1
20,191,80,7.559783002431512,17,0,38,17.90156876698001,0.9618894944455803,4.197942449250266,0.3489469512176627,0.7714106424514805,1.4069189640693573,0.40739034194445994,0.6614621969266506,0.43570194383611854,6.519083898696104,54.313922709285016,58.07239857183467,12,0
31,165,101,5.430098274674709,9,0,141,24.40798904224355,2.269444475622632,4.6301210032857005,0.46347086722449204,0.5208235980561908,2.2951126459224445,0.467593703852539,0.5918281053107018,0.3140892585461138,7.095180923032722,72.30918498636245,77.69077513071164,6,0
34,188,67,19.577024175788438,2,0,141,12.599776647988413,0.6761511847947839,2.9983991267323358,1.881541525794752,0.8400114266820828,2.0112384329271435,0.3437733182587039,0.8193489671203198,0.4171609818052445,7.041147793848586,59.35647249950628,52.11010503832898,19,1
21,193,79,19.70948712831656,19,1,97,14.167790226572869,3.1054107548919925,3.2687331997306517,1.052904871494433,0.6133491311049065,3.9349281669685845,0.5416708624804766,0.6768857162061247,0.42317098063625247,7.489296653874485,60.32899108215057,74.86040734160471,9,0
35,171,59,8.865392448202787,17,0,158,11.260157425955251,3.910715786738197,7.884875290281668,0.9548577405311597,0.6769955966848793,2.6204745062484434,0.4636516192896636,0.7066472674823217,0.4352333527656252,6.80686764367589,68.32710410005146,50.42169025014405,30,0
25,193,81,5.14028952656383,5,1,182,12.275272794829615,-0.637351083298829,2.2498370548957363,1.3206242112677962,1.2887065452196493,2.475655306504678,0.30773718365341735,0.771185312675887,0.4440434141577261,7.002030505590096,51.07845512349603,108.56462098904336,21,0
21,200,94,14.688756532900005,2,0,136,12.718959288522807,4.289987032908634,2.5455051737122143,0.36527449918289634,0.8378687663229359,0.4026979721955741,0.4492294681467345,0.5920993563428427,0.3394176671398866,7.596087938158501,54.169695665688316,52.79952256626201,6,0
19,187,93,14.726949241471543,11,1,165,15.177142165472702,3.4665577182906677,4.075469506314034,1.04660855315524,0.4162938663254158,1.1372722084477138,0.4868108791525606,0.6370625873916586,0.30443365964921076,6.51307172012244,59.064034563981835,73.7953725747509,16,0
23,185,75,19.105350716985804,1,1,17,17.684749087693433,3.0547274473151123,5.636298621402523,0.9127023375902683,0.6678936708904093,3.222825302158394,0.34433876248991735,0.5877558546219711,0.3135037725345252,7.400120304055673,53.434714880056774,95.28538239794374,15,1
39,168,67,9.477057661138403,9,0,51,5.5779293071284455,1.137230535288908,3.0651325911608556,1.3836999105132206,0.24458335346994897,2.30461916996118,0.41517285317741637,0.7588657420189049,0.3375139922542031,7.8137382089352005,45.113159579603504,91.39755825916593,15,1
27,190,78,7.842562668447312,6,0,154,24.138992619509324,4.157915297974544,1.8437058361359142,0.1447692823371758,0.5723903689067427,3.107692363628135,0.3828706323643132,0.8426975902352092,0.293353747890239,7.6167657032058464,59.713946682252924,97.9882089414751,5,1
21,169,75,14.245735207745868,11,1,146,10.691344804619003,5.524338055250523,2.5589530847641355,0.7994160677399081,1.100808314528236,3.3039340360486213,0.4458717291635028,0.6625452727655375,0.25900674148758784,7.380641817478205,61.363539025650766,87.47768153370838,19,0
39,183,81,13.455065983376441,8,1,198,10.692980331016054,2.388766807577523,4.168319861626354,0.9697328597864842,0.5830984397864625,3.6898295273840787,0.4417894973421944,0.5733621557473577,0.42673556784826927,5.6886869610786865,57.56713042237286,94.5350927378131,14,1
35,184,65,15.766051905599245,13,1,93,7.9354532882732505,2.5238216671769886,2.998730526546203,0.957583388043036,1.5927234574135882,1.3686395410965038,0.5639310282448351,0.8025455432625803,0.46474129363802574,6.797324012658429,70.19985784908117,84.14243713729488,18,1
29,147,68,18.276911049356684,12,0,78,7.95458989524602,3.0341197875342876,9.446654769569172,1.7257889550725338,0.016103152702555135,4.250529209155337,0.5654050296704148,0.8990461954214921,0.462810259713058,7.142311981214961,61.28723154095109,69.6235157923544,16,0
19,184,71,13.396177812199841,9,0,108,13.08185451864688,2.4008143809170894,8.96440235291997,0.8063954592573377,0.6669834070923473,2.841038273495955,0.3817779004834341,0.580498597225721,0.28975597794751123,7.426942841478672,67.55607171175912,64.71140461017826,24,0
27,206,84,7.251128896906876,15,1,50,13.185783363486502,2.7327535488181014,7.331182270340088,2.7378303777422683,0.8338670199076708,2.9392340191197666,0.5228971318374649,0.5922663487568869,0.23871207898955005,5.729303708215191,62.646450422747314,96.16639012877113,19,0
21,159,86,13.971934150424644,5,0,166,12.826118356180318,4.5427439707028165,5.752861617953373,1.5734716819304235,0.8182288077805724,0.6763542680622476,0.33997676052755554,0.8129372300946529,0.3393016453360931,6.897083482089187,68.54124547849162,73.61606744583322,18,1
31,179,68,10.61152351146887,15,0,63,7.725821684272455,2.9005315646601035,5.756735805270452,0.9567290075457838,0.9689387525711038,3.1235332790610464,0.41067392604741226,0.6450326530098567,0.26632803176594755,7.680426470289548,78.35663644661281,87.22319136495395,6,0
33,160,57,11.791025429136553,2,0,169,-3.5059163155142024,3.4350737398493343,7.64417108509741,1.5022566817643541,0.7176250364813658,1.6589401715508698,0.41078137470123033,0.7995866745991059,0.33774223748916105,8.255512772767998,61.660263274550964,70.60172806266162,14,0
32,171,80,19.392265863337492,15,1,130,1.0223320045434097,6.049778875066309,5.2615123324888655,1.5632769966642464,1.1759382115094887,2.620259353441876,0.5536878872365283,0.6325251889842842,0.37342426438215726,6.351159300996699,68.81321197653526,69.01704742795458,16,1
25,160,85,13.324205813638065,20,0,52,10.066439258138445,5.19646034680407,3.3530220079811084,1.04484661032923,0.431092029108089,4.3548140073558965,0.321989829031848,0.7981316409491368,0.44691373773238025,6.214275954382117,63.607976518977054,77.5434036744741,13,0
31,181,72,7.244707383184137,3,0,78,11.679406687601292,1.4299782576854079,9.246427294437629,1.7758894369259155,0.7286193565415038,2.888522861666132,0.45476736730133915,0.7878685483634391,0.43782430049026744,6.82980507106299,70.080728785947,89.16645300751216,8,0
25,187,64,11.64737910686774,10,1,124,7.901521109016244,5.6164728747946,6.150455699163027,0.712134434780924,0.4656853699531761,2.711219254161696,0.4302335623543996,0.8236013122634275,0.20527162118114373,9.564941894280741,66.36695525366632,77.78610487099333,9,0
38,184,67,8.426457539242444,7,1,109,6.5354888503638575,5.065347394519772,7.906097745780659,1.4931474571704353,0.6514997622205403,2.9078819075960265,0.47887782420946334,0.822313758692795,0.22325658530314677,8.054094112993573,53.550501743408304,69.00395279421355,23,1
33,170,99,7.032237414993951,10,1,25,11.483466045560023,5.241580503331194,8.624258187576425,1.1475452316453965,0.7228728956074775,1.7539231429765607,0.5609890175424669,0.528709683026898,0.4916615577680206,8.073282889153578,61.65749746253128,100.76914985732017,4,0
30,173,78,15.683511685025495,10,0,158,9.461843560245608,2.061755310401913,1.4555246657659437,1.3447545966567491,0.9855592040024184,0.9467445503177601,0.32136794918036155,0.7694614965519687,0.29470800352828147,6.495122354119759,55.964508838947516,76.04198918714546,4,1
35,182,90,14.4285360370835,8,0,170,7.6175366087516,3.3173316613824433,3.2720550496821543,1.3143819714317018,0.49599441988967863,3.115655905144385,0.5941716604295739,0.6741354364267307,0.4640890747666021,7.234128977737554,62.73584573558015,90.91046449299307,5,1
32,171,62,12.466832997766424,13,0,163,1.9224707377325938,2.412567189626416,4.593348579856271,1.209044741258456,0.7164971337940255,2.6180767443088127,0.4980562119888643,0.7993305809203833,0.2611407420438964,7.407550017026,69.39223116048068,79.81488649829674,4,1
38,166,93,11.348574436862695,2,1,140,5.780327012047445,3.1815465453408907,6.001880200539163,2.1882836354506283,0.8062775027679143,3.8019903098806633,0.5291545434105989,0.8760787183358965,0.45640987256828547,7.368805683218982,59.27133228458473,88.01127280152207,14,0
30,177,88,9.833265962313172,12,1,32,14.66296225066598,5.6276660825085125,6.833077139366387,0.9074737775790727,0.8432501431939454,1.5875947009087694,0.4193788863396802,0.67185766532104,0.2193271496207251,5.919062532602272,62.74359956603165,82.36965553151201,22,1
26,170,73,6.320130683277534,9,0,98,5.186835959001758,3.2100873212327885,4.87364736745063,0.8051797003670575,0.4666311095607375,1.218396264006407,0.5827027580858274,0.5816390414293756,0.24606325919919667,5.586463233921269,80.17487842698765,88.03746161815533,26,1
32,184,84,9.489044712952902,1,0,191,13.318272373306451,0.42011404124360974,7.585598916645056,1.1557588731102433,0.8700674272442748,3.211103214935616,0.3995798944428829,0.7432404106921267,0.443204908944396,7.8446416167031705,61.35652264953083,83.40485561451494,1,0
30,192,94,17.575919344426786,12,0,93,16.932020491881723,2.440335651772287,6.2188244628048945,1.851617310439122,1.150117747830208,1.842053778229724,0.5320958268023315,0.5536394179611437,0.463444195118029,6.008590000711282,55.874426311153,87.23378510976087,4,1
18,205,58,16.755130918809677,12,1,56,6.044688909331324,2.0182028714710882,6.19421129076145,1.219077828896027,1.1465324491740863,0.9491110862411152,0.546502508539235,0.568809596137545,0.349588454172327,6.869082971029381,46.59958924493064,49.125260669609766,2,0
24,183,67,19.58476585911862,3,1,127,7.776730804739897,5.6847263684362614,4.446426713042695,1.164244150089733,0.7165808993343594,1.918094672201141,0.5052705692162818,0.8809778756564364,0.2578500898629721,6.255312690150989,70.58131885504497,95.76090444079443,2,1
26,186,82,14.84100668196558,8,0,173,14.93674985966921,1.7803286111355088,5.631546308916437,0.9221602757364644,0.9558551311149325,1.4562682949314032,0.5276483800823613,0.5562490961973868,0.4149305450062174,6.2635758977077245,62.440973624178426,79.90484422712734,13,1
18,174,75,13.304596363525894,13,1,44,16.16415875153326,2.3892228334539345,5.617811229997052,0.9567731072055299,0.7513217522117744,0.9686621098152719,0.343654278026418,0.7421273127633826,0.2351180001464592,6.586778258958174,72.64371417849117,84.081819415979,18,0
29,174,81,9.44066724864305,17,1,180,6.776026835855496,2.4411219715636485,6.925590192698409,1.7348109835044188,1.1195660211916636,2.92517491530234,0.333982561231434,0.8160720687655283,0.4000244323953621,6.428633923103997,63.33077205982417,60.33691311844459,25,1
25,192,85,6.152903637703402,20,0,170,1.8933607807033113,5.399409776248159,2.365495328744556,1.168850795264193,1.0035047463974922,3.0738113587129012,0.46788572545092044,0.6954827450381393,0.3890825580482543,7.910653034103557,73.80653930482649,94.52902834696309,24,0
28,177,82,14.270275077292723,10,0,14,16.27438205793668,4.4405684696174355,6.404294245449989,1.3273038983717875,0.4520467419221508,2.191550562693467,0.4022115562324807,0.7915209682880602,0.3410889594943617,7.468529821867189,64.86224933354538,97.84835917711656,29,1
36,180,71,12.322432875136581,15,0,13,12.919287883911533,3.851965867803399,1.7072217495601536,0.8509780381376839,0.7540817661903991,4.344510831027666,0.5580029670582639,0.7296075198977399,0.385624484760419,6.998518706456937,54.33341144516849,70.44418351424537,7,1
34,192,72,16.38611770096416,9,0,67,12.003148629364356,3.3493422509141055,3.2933680196357598,1.5884331021549185,0.6029665803123847,2.2499757560223905,0.3673645149936041,0.8993058230560838,0.4011603070054861,6.726551490100252,62.483597869521034,82.86268002935789,1,0
25,177,98,11.177868926234542,18,0,189,14.577960736441923,3.3226215844444065,6.215368799719728,1.8115775920133035,0.7714529421042787,3.1401859073057476,0.5000018763169967,0.531800119168541,0.3706689026988086,7.099215310889758,64.60009108256428,47.96817155007984,5,0
20,195,76,19.78327036796555,8,0,116,4.074456990330119,3.1142224786146717,3.3236960922563976,0.7362084866681144,0.45420927577341685,0.9613272266081265,0.3731717691982153,0.5926684327993171,0.22681215847725553,7.358869663805212,70.73700062508512,72.80475989789093,16,1
20,185,95,10.964180822951509,14,0,187,11.955995177896167,6.082946486244894,5.05455649838207,0.7488644979682242,0.7643848479826781,1.3481998642088815,0.3506993608757883,0.7285681168073206,0.2205241343456569,5.787797465254584,60.64961039168556,65.13173010452441,17,1
18,184,96,9.996074523673713,11,0,164,8.573667372256734,1.0993997615795141,3.1574739140934325,0.7777991232866828,0.7537277753584632,3.5743353324638334,0.3580562348598916,0.70473209664945,0.49593673306449554,7.111053264406714,44.3093668262586,102.76840843321273,5,1
22,173,63,18.064795651258706,13,1,147,13.013779098384122,-1.1481725843290178,6.198557842582174,1.7178387333801834,0.7620141827830905,3.6826780256569696,0.38662335382920254,0.5374107760439545,0.44569839258898997,7.195666186681511,56.156603421392724,81.69691762214511,16,1
27,185,86,10.932596345284027,16,0,132,13.995191841362818,3.6645314994620035,5.094772631489105,0.7195114631520632,0.8761105685101567,2.284720216602507,0.5468127458250202,0.7192301596417113,0.3143997804452073,6.771426022317724,64.23312057131974,111.1300069573426,2,1
24,175,58,18.063459786810206,14,1,71,14.882766548477264,5.104089057737207,4.950513241552238,1.0279660398295398,0.33740531710629723,3.1144815231726657,0.5991806779558484,0.5436605592196365,0.4287870740492129,5.881242019675294,63.159998584783864,77.9433843117351,26,1
26,184,99,5.410314284357753,9,0,131,12.992804878677774,3.2783298574228885,7.199430175284636,0.7077632233135677,1.0341709942483004,2.8178877975306165,0.4559326475410127,0.7764221507915827,0.2000078725879342,6.232291635086115,60.98342296462647,69.47160885214423,30,1
24,178,77,15.388899665983816,9,1,157,11.25341632412797,0.029873466376486135,5.833673149094732,2.045877073139229,1.0518817217778584,3.0537064154253715,0.33673128404075814,0.7608862401515937,0.34923390504570184,7.584341079631126,62.74332800657409,72.70839452214437,27,0
26,189,77,6.07779310248646,19,0,41,11.420812853486838,4.118727590473686,5.987466303550142,0.9341700524446687,1.2217208363391374,1.4928043860083682,0.5386427222638174,0.5265996453310998,0.20019281536518946,7.053273721279645,60.382397310229614,53.76482085263392,20,0
25,179,62,7.223486946274278,5,1,57,11.833821425108841,1.4026726492020896,7.217764566126265,2.031619231869972,0.770930382117262,5.073797754106588,0.3359566413154883,0.6866342779505322,0.3375933283195789,7.16564140796371,57.05354452494931,103.39534627528225,24,1
29,200,65,15.501125298043869,15,0,186,6.878470743468206,1.0745596299501554,7.423511679610391,1.1867348976398269,0.8780654569654006,5.759766872622816,0.3739069625093337,0.7844616856115421,0.42104892972692554,6.4612269572398615,69.84371928437852,68.50753478563809,18,0
