transaction_id,customer_id,transaction_date,transaction_amount,payment_method,product_id,quantity
132,236,11/10/2023,355.82,Debit Card,42,3
133,396,11/11/2023,60.48,Credit Card,21,10
134,6,11/12/2023,373.07,Cash,34,2
135,484,11/13/2023,230.68,Debit Card,27,6
136,173,11/14/2023,292.11,Debit Card,34,8
137,498,11/15/2023,492.91,Credit Card,15,2
138,40,11/16/2023,182.61,Cash,41,5
139,265,11/17/2023,193.19,Cash,39,4
140,457,11/18/2023,231.83,Cash,38,9
141,474,11/19/2023,390.68,Credit Card,45,2
142,346,11/20/2023,125.21,Debit Card,30,2
143,388,11/21/2023,265.31,Debit Card,42,3
144,463,11/22/2023,181.39,Credit Card,32,1
145,254,11/23/2023,283.3,PayPal,22,4
146,158,11/24/2023,310.45,Debit Card,37,4
147,130,11/25/2023,237.05,Cash,40,7
148,278,11/26/2023,169.59,Cash,10,10
149,41,11/27/2023,122.36,PayPal,14,3
150,412,11/28/2023,5.01,PayPal,2,2
151,338,11/29/2023,99.99,PayPal,6,8
152,392,11/30/2023,373.44,Debit Card,8,7
153,351,12/1/2023,36.56,Cash,10,9
154,139,12/2/2023,140.89,Cash,25,4
155,462,12/3/2023,171.22,Cash,46,2
156,384,12/4/2023,253.3,PayPal,32,5
157,2,12/5/2023,361.92,Cash,18,7
158,388,12/6/2023,65.65,Cash,13,8
159,396,12/7/2023,289.62,PayPal,41,3
160,102,12/8/2023,450.28,Credit Card,22,10
161,251,12/9/2023,354.25,Cash,16,4
162,421,12/10/2023,211.94,Credit Card,25,4
163,139,12/11/2023,65.23,Cash,22,9
164,45,12/12/2023,307.55,PayPal,50,4
165,314,12/13/2023,372.12,Credit Card,35,2
166,359,12/14/2023,337.12,Credit Card,35,1
167,321,12/15/2023,133.59,Debit Card,46,2
168,15,12/16/2023,195.19,Credit Card,48,3
169,494,12/17/2023,457.55,Credit Card,29,6
170,182,12/18/2023,168.6,Credit Card,22,4
171,280,12/19/2023,7.02,Cash,6,5
172,153,12/20/2023,13.63,Debit Card,16,3
173,144,12/21/2023,76.2,Cash,23,3
174,82,12/22/2023,75.95,Credit Card,45,8
175,376,12/23/2023,9.37,Cash,17,6
176,27,12/24/2023,411.65,Cash,44,8
177,163,12/25/2023,285.32,Credit Card,19,4
178,376,12/26/2023,385.38,Credit Card,40,2
179,73,12/27/2023,341.19,Debit Card,48,10
180,458,12/28/2023,443.17,Credit Card,12,3
181,225,12/29/2023,24.75,Credit Card,50,10
182,367,12/30/2023,422.66,Cash,2,6
183,389,12/31/2023,84.11,Credit Card,37,8
184,11,1/1/2024,15.18,PayPal,27,9
185,123,1/2/2024,276.72,Cash,28,10
186,374,1/3/2024,204.27,Debit Card,11,6
187,342,1/4/2024,208.6,PayPal,1,6
188,273,1/5/2024,163.66,Credit Card,35,5
189,319,1/6/2024,433.01,Cash,36,7
190,26,1/7/2024,373.93,PayPal,8,6
191,381,1/8/2024,332.82,Credit Card,24,10
192,117,1/9/2024,495.93,Debit Card,6,7
193,302,1/10/2024,128.08,PayPal,42,9
194,441,1/11/2024,108.03,Cash,33,3
195,82,1/12/2024,149.3,Credit Card,32,3
196,115,1/13/2024,200.8,Debit Card,6,2
197,327,1/14/2024,46.08,Credit Card,14,3
198,350,1/15/2024,385.4,Debit Card,47,7
199,236,1/16/2024,91.2,Cash,30,2
200,121,1/17/2024,229.23,Debit Card,42,3
201,194,1/18/2024,470.12,Debit Card,2,8
202,356,1/19/2024,473.92,Debit Card,17,5
203,462,1/20/2024,11.52,Cash,4,2
204,374,1/21/2024,451.75,Debit Card,3,4
205,395,1/22/2024,83.44,Cash,40,4
206,324,1/23/2024,401,Debit Card,20,8
207,234,1/24/2024,53.82,Cash,46,1
208,438,1/25/2024,135.15,PayPal,28,9
209,472,1/26/2024,450.58,Credit Card,45,9
210,19,1/27/2024,258.47,PayPal,36,8
211,282,1/28/2024,82.48,Debit Card,41,8
212,378,1/29/2024,388.08,Debit Card,24,6
213,122,1/30/2024,397.66,PayPal,28,4
214,157,1/31/2024,59.99,Cash,47,5
215,343,2/1/2024,84.5,Cash,39,7
216,346,2/2/2024,399.94,Credit Card,29,1
217,269,2/3/2024,254,Debit Card,42,2
218,276,2/4/2024,381.61,Cash,34,7
219,121,2/5/2024,256.41,PayPal,1,2
220,447,2/6/2024,460.13,Cash,1,1
221,335,2/7/2024,427.35,Debit Card,16,7
222,8,2/8/2024,179,PayPal,44,6
223,310,2/9/2024,485.93,Cash,24,4
224,166,2/10/2024,77.47,Cash,27,8
225,36,2/11/2024,385.3,PayPal,38,1
226,111,2/12/2024,137.94,PayPal,33,2
227,349,2/13/2024,39.02,Credit Card,28,10
228,495,2/14/2024,469.07,Cash,26,10
229,449,2/15/2024,421.25,PayPal,3,7
230,302,2/16/2024,247.78,PayPal,17,9
231,66,2/17/2024,232.27,Credit Card,38,3
232,8,2/18/2024,266.14,Debit Card,20,2
233,18,2/19/2024,204.86,Cash,3,10
234,31,2/20/2024,398.58,Debit Card,22,1
235,58,2/21/2024,354.54,Credit Card,45,1
236,430,2/22/2024,194.24,PayPal,13,2
237,222,2/23/2024,195.29,Credit Card,9,3
238,341,2/24/2024,437.63,Cash,37,5
239,265,2/25/2024,301.74,Cash,34,8
240,102,2/26/2024,395.7,Cash,44,4
241,429,2/27/2024,267.83,Debit Card,49,9
242,168,2/28/2024,408.88,Debit Card,17,4
243,10,2/29/2024,326.86,PayPal,23,8
244,387,3/1/2024,292.98,Debit Card,49,4
245,60,3/2/2024,174.61,Debit Card,42,1
246,258,3/3/2024,50.84,Debit Card,6,4
247,268,3/4/2024,319.56,Debit Card,24,9
248,234,3/5/2024,356.02,Credit Card,44,3
249,244,3/6/2024,272.11,Cash,42,7
250,140,3/7/2024,28.07,Cash,16,5
251,182,3/8/2024,459.31,Credit Card,5,6
252,95,3/9/2024,394.9,Cash,48,3
253,31,3/10/2024,155.12,Credit Card,16,9
254,21,3/11/2024,77.08,Credit Card,17,5
255,358,3/12/2024,33.28,Debit Card,3,10
256,297,3/13/2024,66.52,Debit Card,43,4
257,10,3/14/2024,338.55,PayPal,46,6
258,203,3/15/2024,70.81,Debit Card,20,10
259,307,3/16/2024,463.9,PayPal,36,8
260,274,3/17/2024,80.33,PayPal,17,6
261,338,3/18/2024,97.27,PayPal,1,4
262,361,3/19/2024,235.51,Debit Card,46,6
263,424,3/20/2024,215.03,Credit Card,30,1
264,76,3/21/2024,197.93,Debit Card,49,7
265,466,3/22/2024,15.31,PayPal,20,10
266,57,3/23/2024,46.93,Debit Card,34,3
267,350,3/24/2024,493.85,PayPal,46,1
268,315,3/25/2024,173.57,PayPal,27,10
269,159,3/26/2024,151.19,Debit Card,8,2
270,485,3/27/2024,314.43,Cash,20,4
271,445,3/28/2024,461.77,PayPal,7,2
272,385,3/29/2024,411.48,Cash,44,9
273,215,3/30/2024,131.83,PayPal,19,5
274,269,3/31/2024,418.67,Cash,42,1
275,500,4/1/2024,138.52,PayPal,22,8
276,421,4/2/2024,296.88,Debit Card,16,10
277,1,4/3/2024,351.85,Cash,4,1
278,455,4/4/2024,282.88,Credit Card,44,9
279,32,4/5/2024,366.9,PayPal,32,3
280,489,4/6/2024,441.43,Debit Card,41,5
281,342,4/7/2024,347.29,Cash,39,7
282,355,4/8/2024,47.58,PayPal,17,1
283,320,4/9/2024,324.75,Credit Card,41,8
284,387,4/10/2024,231.64,Cash,29,7
285,326,4/11/2024,375.66,PayPal,25,8
286,204,4/12/2024,484.71,Cash,36,6
287,196,4/13/2024,313.74,Debit Card,49,6
288,118,4/14/2024,14.46,PayPal,48,1
289,438,4/15/2024,162.44,Credit Card,24,4
290,161,4/16/2024,402.98,Cash,8,7
291,435,4/17/2024,403.98,Credit Card,29,9
292,320,4/18/2024,294.03,PayPal,43,5
293,169,4/19/2024,347.73,Debit Card,6,3
294,313,4/20/2024,92.52,Cash,24,9
295,174,4/21/2024,9.29,Credit Card,1,7
296,400,4/22/2024,411.64,Cash,34,1
297,296,4/23/2024,367.66,Debit Card,11,9
298,436,4/24/2024,347.16,Credit Card,16,5
299,453,4/25/2024,345.8,PayPal,46,9
300,164,4/26/2024,478.01,PayPal,28,10
301,248,4/27/2024,216.81,PayPal,13,4
302,37,4/28/2024,187.3,Credit Card,50,4
303,57,4/29/2024,357.92,Cash,32,8
304,493,4/30/2024,32.71,Cash,24,1
305,361,5/1/2024,5.84,Cash,12,1
306,276,5/2/2024,39.69,PayPal,6,2
307,183,5/3/2024,315.25,Credit Card,17,7
308,132,5/4/2024,301.56,Credit Card,36,6
309,44,5/5/2024,52.95,PayPal,35,10
310,155,5/6/2024,42.19,PayPal,22,10
311,267,5/7/2024,213.82,PayPal,26,6
312,386,5/8/2024,445.28,PayPal,7,6
313,461,5/9/2024,225.3,PayPal,6,9
314,461,5/10/2024,74.94,Credit Card,50,6
315,15,5/11/2024,220.45,PayPal,16,1
316,352,5/12/2024,444.67,Credit Card,35,6
317,231,5/13/2024,482.73,Debit Card,20,4
318,294,5/14/2024,361.05,Credit Card,36,10
319,62,5/15/2024,362.54,Cash,46,4
320,205,5/16/2024,24.93,Credit Card,20,7
321,355,5/17/2024,30.1,PayPal,18,1
322,89,5/18/2024,78.63,Cash,10,9
323,187,5/19/2024,35.67,Debit Card,36,3
324,367,5/20/2024,235.52,PayPal,18,5
325,352,5/21/2024,82.56,Credit Card,7,4
326,440,5/22/2024,259.77,Debit Card,46,2
327,334,5/23/2024,161.16,Debit Card,2,8
328,496,5/24/2024,362.95,Cash,50,5
329,134,5/25/2024,111.98,PayPal,3,6
330,198,5/26/2024,226.47,Cash,1,1
331,62,5/27/2024,242.17,Credit Card,5,2
332,209,5/28/2024,204.66,Credit Card,16,4
333,314,5/29/2024,133.52,PayPal,3,4
334,130,5/30/2024,252.72,PayPal,32,10
335,50,5/31/2024,254.66,PayPal,36,6
336,22,6/1/2024,362.27,Credit Card,44,2
337,354,6/2/2024,252.92,PayPal,36,10
338,303,6/3/2024,127.54,Credit Card,50,1
339,240,6/4/2024,406.57,PayPal,18,10
340,186,6/5/2024,140.75,Credit Card,28,1
341,490,6/6/2024,175.35,Debit Card,30,6
342,277,6/7/2024,389.91,Debit Card,43,9
343,286,6/8/2024,229.97,Cash,28,1
344,310,6/9/2024,164.63,Credit Card,36,2
345,67,6/10/2024,92.22,Cash,16,5
346,262,6/11/2024,477.5,Cash,32,10
347,481,6/12/2024,276.89,PayPal,32,5
348,325,6/13/2024,119.75,Cash,43,6
349,326,6/14/2024,277.64,PayPal,49,9
350,8,6/15/2024,377.86,Cash,25,1
351,481,6/16/2024,380.54,Debit Card,1,3
352,368,6/17/2024,125.27,PayPal,10,2
353,256,6/18/2024,32.66,PayPal,22,1
354,326,6/19/2024,106.81,PayPal,8,6
355,177,6/20/2024,215.57,Credit Card,12,6
356,350,6/21/2024,307.67,Debit Card,1,1
357,143,6/22/2024,381.2,Debit Card,49,1
358,259,6/23/2024,301.4,Credit Card,32,7
359,168,6/24/2024,10.97,Cash,23,4
360,451,6/25/2024,170.81,Credit Card,10,1
361,307,6/26/2024,474.15,Credit Card,26,3
362,416,6/27/2024,229.25,Debit Card,45,6
363,402,6/28/2024,399.08,Credit Card,4,1
364,257,6/29/2024,322.09,Cash,25,8
365,446,6/30/2024,428.98,Credit Card,27,1
366,427,7/1/2024,10.34,Cash,17,7
367,388,7/2/2024,154.34,PayPal,8,3
368,78,7/3/2024,353.33,PayPal,6,7
369,147,7/4/2024,164.91,Debit Card,12,6
370,43,7/5/2024,92.03,Debit Card,4,8
371,402,7/6/2024,127.16,Cash,23,3
372,284,7/7/2024,178.94,Credit Card,14,5
373,287,7/8/2024,86.07,Credit Card,46,4
374,150,7/9/2024,374.26,Debit Card,33,10
375,420,7/10/2024,497.54,Debit Card,25,3
376,77,7/11/2024,371.37,Credit Card,17,8
377,303,7/12/2024,365.52,Cash,8,1
378,203,7/13/2024,412.68,PayPal,15,1
379,413,7/14/2024,356.97,Credit Card,21,9
380,78,7/15/2024,455,Credit Card,12,8
381,416,7/16/2024,36.03,Debit Card,49,3
382,241,7/17/2024,385.72,PayPal,8,2
383,1,7/18/2024,233.03,Cash,8,9
384,326,7/19/2024,278.51,Credit Card,10,5
385,304,7/20/2024,177.52,PayPal,13,3
386,201,7/21/2024,102.8,Credit Card,8,1
387,378,7/22/2024,186.83,Debit Card,36,8
388,407,7/23/2024,362.95,Debit Card,31,8
389,268,7/24/2024,128.35,PayPal,30,3
390,422,7/25/2024,110.83,Credit Card,37,3
391,306,7/26/2024,232.93,Debit Card,18,3
392,117,7/27/2024,276.72,PayPal,43,4
393,344,7/28/2024,462.93,Cash,48,9
394,319,7/29/2024,376.03,Cash,36,5
395,310,7/30/2024,443.95,PayPal,44,6
396,441,7/31/2024,243.27,Debit Card,18,10
397,161,8/1/2024,205.42,Credit Card,28,5
398,338,8/2/2024,239.08,Credit Card,15,6
399,323,8/3/2024,274.54,Credit Card,4,9
400,104,8/4/2024,478.15,Debit Card,21,7
401,498,8/5/2024,453.59,Credit Card,24,3
402,461,8/6/2024,67.55,Debit Card,23,4
403,398,8/7/2024,392.71,PayPal,49,9
404,206,8/8/2024,348.21,PayPal,41,9
405,302,8/9/2024,384.05,Cash,40,5
406,104,8/10/2024,76.66,Cash,8,3
407,376,8/11/2024,192.73,Cash,33,8
408,409,8/12/2024,303.41,Debit Card,24,2
409,213,8/13/2024,80.85,Credit Card,2,8
410,237,8/14/2024,86.88,PayPal,1,10
411,471,8/15/2024,286.98,Credit Card,13,1
412,89,8/16/2024,13.87,Cash,12,2
413,54,8/17/2024,151.75,Credit Card,16,4
414,426,8/18/2024,137.88,PayPal,16,3
415,429,8/19/2024,289.9,Cash,45,6
416,371,8/20/2024,24.8,PayPal,1,5
417,484,8/21/2024,428.14,Credit Card,3,8
418,297,8/22/2024,129.39,Cash,6,3
419,56,8/23/2024,455.32,PayPal,10,5
420,166,8/24/2024,432.52,PayPal,48,4
421,116,8/25/2024,153.46,PayPal,16,9
422,252,8/26/2024,497.96,PayPal,17,3
423,425,8/27/2024,318.34,Cash,9,6
424,257,8/28/2024,394.42,Cash,3,2
425,129,8/29/2024,384.35,Debit Card,13,10
426,133,8/30/2024,414.01,Credit Card,46,2
427,477,8/31/2024,491.47,PayPal,21,4
428,310,9/1/2024,496.55,Cash,2,3
429,462,9/2/2024,123.85,Credit Card,11,7
430,408,9/3/2024,462.47,Cash,22,6
431,328,9/4/2024,106.33,Cash,4,6
432,363,9/5/2024,447.94,Cash,29,9
433,291,9/6/2024,436.79,Cash,45,2
434,291,9/7/2024,326.35,Debit Card,41,9
435,249,9/8/2024,227.22,PayPal,3,5
436,451,9/9/2024,498.3,Debit Card,5,5
437,148,9/10/2024,81.01,PayPal,3,7
438,393,9/11/2024,100.69,Debit Card,16,3
439,57,9/12/2024,420.11,Debit Card,18,7
440,444,9/13/2024,472.32,Debit Card,50,9
441,286,9/14/2024,355.08,Cash,41,8
442,387,9/15/2024,474.49,Debit Card,10,10
443,258,9/16/2024,360.96,Debit Card,23,3
444,2,9/17/2024,310.69,Debit Card,47,5
445,292,9/18/2024,489.46,Credit Card,42,4
446,107,9/19/2024,319.1,Credit Card,18,8
447,261,9/20/2024,317.09,PayPal,38,9
448,108,9/21/2024,282.52,PayPal,23,9
449,221,9/22/2024,66.83,PayPal,2,9
450,419,9/23/2024,212.88,Credit Card,12,10
451,372,9/24/2024,334.92,Credit Card,21,9
452,183,9/25/2024,147.76,PayPal,7,5
453,378,9/26/2024,197.48,Cash,20,2
454,287,9/27/2024,333.93,Credit Card,43,4
455,213,9/28/2024,373.48,Credit Card,29,1
456,131,9/29/2024,20.22,Cash,34,4
457,193,9/30/2024,477.12,Cash,13,6
458,190,10/1/2024,411.07,Cash,10,1
459,179,10/2/2024,452.23,Debit Card,10,4
460,377,10/3/2024,63.01,Credit Card,50,1
461,166,10/4/2024,447.12,Debit Card,41,5
462,395,10/5/2024,228.59,Debit Card,37,5
463,36,10/6/2024,168.48,Credit Card,1,1
464,68,10/7/2024,496.89,Debit Card,47,5
465,357,10/8/2024,364.27,Credit Card,17,7
466,389,10/9/2024,486.15,Cash,4,5
467,87,10/10/2024,318.91,Debit Card,21,9
468,218,10/11/2024,322.46,Cash,45,3
469,155,10/12/2024,181.83,Cash,12,6
470,224,10/13/2024,446.56,Credit Card,44,4
471,109,10/14/2024,267.23,Debit Card,43,1
472,174,10/15/2024,17.49,PayPal,11,4
473,476,10/16/2024,398.06,PayPal,31,2
474,150,10/17/2024,413.72,Cash,37,1
475,316,10/18/2024,30.12,Credit Card,40,10
476,237,10/19/2024,239.07,PayPal,7,6
477,61,10/20/2024,210.04,Credit Card,49,8
478,326,10/21/2024,79.81,Credit Card,12,7
479,216,10/22/2024,226.91,Debit Card,1,10
480,247,10/23/2024,355.05,Debit Card,25,1
481,234,10/24/2024,389.39,Credit Card,9,7
482,199,10/25/2024,311.71,Cash,13,5
483,186,10/26/2024,450.82,Credit Card,11,5
484,400,10/27/2024,228.07,Cash,5,5
485,478,10/28/2024,145.59,Credit Card,7,5
486,15,10/29/2024,284.33,Cash,8,8
487,491,10/30/2024,206.55,Cash,46,8
488,51,10/31/2024,493.79,Debit Card,4,7
489,45,11/1/2024,69.75,Cash,19,4
490,376,11/2/2024,90.47,PayPal,39,2
491,190,11/3/2024,433.63,Credit Card,28,7
492,404,11/4/2024,484.16,Cash,14,6
493,285,11/5/2024,481.99,Debit Card,40,6
494,49,11/6/2024,168.54,Debit Card,27,4
495,484,11/7/2024,74.35,PayPal,21,5
496,177,11/8/2024,124.25,Cash,9,8
497,341,11/9/2024,92.6,PayPal,12,4
498,442,11/10/2024,98.3,Debit Card,21,2
499,310,11/11/2024,101,Credit Card,42,6
500,320,11/12/2024,156.36,Cash,35,5
501,149,11/13/2024,362.71,Debit Card,31,9
502,102,11/14/2024,438.4,PayPal,47,3
503,415,11/15/2024,440.93,Cash,21,6
504,377,11/16/2024,421.86,Cash,46,10
505,231,11/17/2024,450.04,Cash,9,7
506,162,11/18/2024,137.58,Cash,4,9
507,75,11/19/2024,145.39,Cash,15,6
508,89,11/20/2024,5.95,Credit Card,16,2
509,25,11/21/2024,462.17,Cash,40,8
510,84,11/22/2024,442.15,Credit Card,30,10
511,178,11/23/2024,150.07,Cash,29,1
512,338,11/24/2024,38.33,Debit Card,43,1
513,287,11/25/2024,214.72,PayPal,20,9
514,380,11/26/2024,296.05,Credit Card,45,4
515,456,11/27/2024,465.31,PayPal,2,1
516,500,11/28/2024,366.12,Credit Card,20,7
517,262,11/29/2024,24.08,Credit Card,10,3
518,131,11/30/2024,398.78,Credit Card,5,9
519,421,12/1/2024,89.51,Credit Card,7,2
520,33,12/2/2024,173.93,Credit Card,33,1
521,425,12/3/2024,320.69,Credit Card,4,4
522,178,12/4/2024,344.63,PayPal,40,7
523,417,12/5/2024,284.16,Credit Card,24,3
524,136,12/6/2024,205.78,Credit Card,8,7
525,462,12/7/2024,347.19,Debit Card,22,1
526,22,12/8/2024,367.11,Debit Card,47,8
527,334,12/9/2024,154.15,Debit Card,25,3
528,96,12/10/2024,456.47,Cash,40,7
529,206,12/11/2024,54.82,PayPal,43,8
530,355,12/12/2024,247.16,PayPal,19,5
531,441,12/13/2024,212.46,Cash,49,2
532,76,12/14/2024,191.18,PayPal,24,9
533,399,12/15/2024,396.78,PayPal,14,5
534,50,12/16/2024,64.72,PayPal,21,2
535,153,12/17/2024,394.39,Cash,35,2
536,316,12/18/2024,307.26,Cash,40,5
537,422,12/19/2024,82.71,PayPal,27,3
538,146,12/20/2024,409.02,Debit Card,30,10
539,419,12/21/2024,79.46,Debit Card,1,10
540,395,12/22/2024,381.67,PayPal,34,3
541,199,12/23/2024,315.9,PayPal,32,8
542,70,12/24/2024,491.41,Debit Card,49,1
543,65,12/25/2024,436.65,Credit Card,27,6
544,293,12/26/2024,305.47,Debit Card,18,8
545,158,12/27/2024,371.35,PayPal,32,8
546,251,12/28/2024,368.28,Credit Card,34,3
547,482,12/29/2024,480.38,Cash,36,10
548,220,12/30/2024,240.69,Credit Card,22,2
549,188,12/31/2024,164.6,Credit Card,37,7
550,285,1/1/2025,15.8,Debit Card,7,7
551,244,1/2/2025,151.39,Credit Card,45,4
552,203,1/3/2025,456.33,PayPal,44,10
553,438,1/4/2025,398.39,Debit Card,6,10
554,32,1/5/2025,280.58,Cash,49,4
555,113,1/6/2025,217.18,PayPal,37,7
556,26,1/7/2025,468.97,Debit Card,3,2
557,54,1/8/2025,297.35,Debit Card,32,4
558,399,1/9/2025,488.38,Credit Card,13,6
559,414,1/10/2025,184.23,PayPal,37,6
560,409,1/11/2025,375.33,Credit Card,16,6
561,333,1/12/2025,62.17,Credit Card,31,2
562,258,1/13/2025,426.59,Credit Card,26,4
563,273,1/14/2025,482.18,Cash,23,9
564,106,1/15/2025,81.84,Cash,23,6
565,131,1/16/2025,328.05,Cash,5,2
566,117,1/17/2025,460.56,PayPal,31,5
567,261,1/18/2025,402.4,Debit Card,31,7
568,108,1/19/2025,362.87,PayPal,37,3
569,460,1/20/2025,84.84,Cash,26,1
570,111,1/21/2025,324.82,PayPal,50,7
571,306,1/22/2025,283.75,Debit Card,15,3
572,2,1/23/2025,438.69,PayPal,40,4
573,298,1/24/2025,320.92,Cash,14,6
574,155,1/25/2025,443.66,Debit Card,35,9
