customer_id,gender,address
256,Female,"New York,New York"
257,Male,"San Diego,California"
258,Female,"San Diego,California"
259,Female,"San Antonio,Tax"
260,Male,"San Diego,California"
261,Female,"San Jose,California"
262,Non-Binary,"San Antonio,Tax"
263,Male,"Houston,Tax"
264,Male,"Philadelphia,Pennsylvania"
265,Male,"Chicago,Illinois"
266,Female,"Philadelphia,Pennsylvania"
267,Non-Binary,"New York,New York"
268,Male,"Los Angeles,California"
269,Female,"Houston,Tax"
270,Female,"San Diego,California"
271,Male,"San Diego,California"
272,Male,"Houston,Tax"
273,Male,"San Antonio,Tax"
274,Non-Binary,"New York,New York"
275,Female,"Los Angeles,California"
276,Female,"San Jose,California"
277,Female,"Chicago,Illinois"
278,Male,"Houston,Tax"
279,Female,"Philadelphia,Pennsylvania"
280,Female,"Chicago,Illinois"
281,Female,"Phoenix,Arizona"
282,Male,"Chicago,Illinois"
283,Male,"New York,New York"
284,Male,"Los Angeles,California"
285,Female,"Philadelphia,Pennsylvania"
286,Male,"New York,New York"
287,Female,"Phoenix,Arizona"
288,Female,"Houston,Tax"
289,Male,"Phoenix,Arizona"
290,Male,"New York,New York"
291,Female,"San Jose,California"
292,Female,"Phoenix,Arizona"
293,Male,"Dallas,Tax"
294,Female,"San Jose,California"
295,Female,"Houston,Tax"
296,Female,"Phoenix,Arizona"
297,Female,"San Antonio,Tax"
298,Female,"Phoenix,Arizona"
299,Female,"Houston,Tax"
300,Non-Binary,"San Diego,California"
301,Male,"Dallas,Tax"
302,Male,"San Jose,California"
303,Male,"San Antonio,Tax"
304,Female,"Houston,Tax"
305,Female,"San Jose,California"
306,Male,"San Antonio,Tax"
307,Female,"New York,New York"
308,Female,"New York,New York"
309,Male,"San Diego,California"
310,Female,"New York,New York"
311,Non-Binary,"New York,New York"
312,Female,"Houston,Tax"
313,Female,"Philadelphia,Pennsylvania"
314,Male,"Phoenix,Arizona"
315,Female,"Phoenix,Arizona"
316,Male,"Philadelphia,Pennsylvania"
317,Female,"San Antonio,Tax"
318,Female,"Phoenix,Arizona"
319,Female,"Houston,Tax"
320,Female,"San Jose,California"
321,Female,"Chicago,Illinois"
322,Female,"San Diego,California"
323,Female,"Phoenix,Arizona"
324,Female,"Houston,Tax"
325,Male,"New York,New York"
326,Female,"Dallas,Tax"
327,Female,"San Diego,California"
328,Female,"San Jose,California"
329,Male,"Phoenix,Arizona"
330,Male,"San Antonio,Tax"
331,Female,"Los Angeles,California"
332,Female,"Houston,Tax"
333,Female,"Chicago,Illinois"
334,Male,"New York,New York"
335,Male,"San Jose,California"
336,Female,"Chicago,Illinois"
337,Male,"Los Angeles,California"
338,Non-Binary,"Los Angeles,California"
339,Male,"Houston,Tax"
340,Male,"Philadelphia,Pennsylvania"
341,Female,"Los Angeles,California"
342,Female,"San Jose,California"
343,Male,"San Jose,California"
344,Male,"Los Angeles,California"
345,Male,"Phoenix,Arizona"
346,Non-Binary,"San Antonio,Tax"
347,Non-Binary,"Dallas,Tax"
348,Male,"Phoenix,Arizona"
349,Female,"San Jose,California"
350,Female,"Houston,Tax"
351,Male,"Phoenix,Arizona"
352,Female,"Phoenix,Arizona"
353,Female,"San Antonio,Tax"
354,Male,"Chicago,Illinois"
355,Female,"San Antonio,Tax"
356,Female,"Chicago,Illinois"
357,Male,"Houston,Tax"
358,Male,"San Jose,California"
359,Female,"Dallas,Tax"
360,Female,"Dallas,Tax"
361,Non-Binary,"New York,New York"
362,Female,"Los Angeles,California"
363,Male,"Chicago,Illinois"
364,Female,"San Diego,California"
365,Female,"Dallas,Tax"
366,Male,"Philadelphia,Pennsylvania"
367,Male,"San Diego,California"
368,Male,"Dallas,Tax"
369,Male,"New York,New York"
370,Female,"New York,New York"
371,Male,"Dallas,Tax"
372,Male,"New York,New York"
373,Female,"Chicago,Illinois"
374,Female,"New York,New York"
375,Female,"New York,New York"
376,Female,"Dallas,Tax"
377,Female,"Houston,Tax"
378,Male,"Los Angeles,California"
379,Female,"Los Angeles,California"
380,Female,"San Antonio,Tax"
381,Male,"San Jose,California"
382,Male,"Philadelphia,Pennsylvania"
383,Female,"San Jose,California"
384,Female,"Philadelphia,Pennsylvania"
385,Male,"Philadelphia,Pennsylvania"
386,Male,"San Antonio,Tax"
387,Male,"Dallas,Tax"
388,Male,"San Diego,California"
389,Male,"San Jose,California"
390,Male,"San Diego,California"
391,Male,"San Jose,California"
392,Male,"Chicago,Illinois"
393,Male,"Philadelphia,Pennsylvania"
394,Female,"Philadelphia,Pennsylvania"
395,Male,"Dallas,Tax"
396,Non-Binary,"Phoenix,Arizona"
397,Female,"San Diego,California"
398,Male,"Houston,Tax"
399,Male,"Philadelphia,Pennsylvania"
400,Male,"Dallas,Tax"
401,Female,"San Diego,California"
402,Non-Binary,"San Antonio,Tax"
403,Male,"New York,New York"
404,Male,"Los Angeles,California"
405,Male,"Philadelphia,Pennsylvania"
406,Male,"Chicago,Illinois"
407,Non-Binary,"New York,New York"
408,Female,"Dallas,Tax"
409,Non-Binary,"San Jose,California"
410,Female,"Houston,Tax"
411,Male,"Phoenix,Arizona"
412,Female,"Dallas,Tax"
413,Female,"New York,New York"
414,Female,"San Antonio,Tax"
415,Male,"Los Angeles,California"
416,Male,"Chicago,Illinois"
417,Female,"Dallas,Tax"
418,Non-Binary,"New York,New York"
419,Male,"New York,New York"
420,Male,"Phoenix,Arizona"
421,Female,"Phoenix,Arizona"
422,Female,"Dallas,Tax"
423,Male,"San Diego,California"
424,Male,"San Antonio,Tax"
425,Male,"Los Angeles,California"
426,Male,"San Jose,California"
427,Female,"Phoenix,Arizona"
428,Female,"San Antonio,Tax"
429,Male,"Houston,Tax"
430,Female,"New York,New York"
431,Female,"Phoenix,Arizona"
432,Male,"Los Angeles,California"
433,Male,"New York,New York"
434,Female,"San Antonio,Tax"
435,Male,"San Antonio,Tax"
436,Male,"Los Angeles,California"
437,Male,"Philadelphia,Pennsylvania"
438,Male,"Houston,Tax"
439,Male,"Houston,Tax"
440,Male,"San Diego,California"
441,Female,"Phoenix,Arizona"
442,Male,"Dallas,Tax"
443,Non-Binary,"San Antonio,Tax"
444,Male,"Phoenix,Arizona"
445,Male,"San Antonio,Tax"
446,Female,"Houston,Tax"
447,Male,"Los Angeles,California"
448,Non-Binary,"San Antonio,Tax"
449,Male,"San Antonio,Tax"
450,Male,"San Diego,California"
451,Female,"Los Angeles,California"
452,Male,"San Jose,California"
453,Male,"San Diego,California"
454,Female,"San Jose,California"
455,Female,"Dallas,Tax"
456,Female,"San Antonio,Tax"
457,Male,"Dallas,Tax"
458,Non-Binary,"Philadelphia,Pennsylvania"
459,Female,"San Diego,California"
460,Male,"Los Angeles,California"
461,Male,"San Diego,California"
462,Female,"Phoenix,Arizona"
463,Female,"San Diego,California"
464,Male,"Phoenix,Arizona"
465,Female,"San Diego,California"
466,Male,"New York,New York"
467,Male,"New York,New York"
468,Female,"San Jose,California"
469,Female,"Phoenix,Arizona"
470,Non-Binary,"San Jose,California"
471,Female,"San Jose,California"
472,Female,"San Antonio,Tax"
473,Male,"Philadelphia,Pennsylvania"
474,Female,"Chicago,Illinois"
475,Female,"New York,New York"
476,Male,"Dallas,Tax"
477,Male,"Dallas,Tax"
478,Female,"San Diego,California"
479,Female,"San Antonio,Tax"
480,Female,"Phoenix,Arizona"
481,Male,"Houston,Tax"
482,Male,"Los Angeles,California"
483,Male,"Phoenix,Arizona"
484,Female,"Philadelphia,Pennsylvania"
485,Female,"San Jose,California"
486,Male,"San Jose,California"
487,Male,"Phoenix,Arizona"
488,Female,"New York,New York"
489,Male,"San Diego,California"
490,Female,"San Diego,California"
491,Male,"New York,New York"
492,Female,"Phoenix,Arizona"
493,Female,"San Antonio,Tax"
494,Female,"New York,New York"
495,Non-Binary,"San Jose,California"
496,Male,"San Jose,California"
497,Male,"San Diego,California"
498,Female,"New York,New York"
499,Female,"New York,New York"
500,Female,"Houston,Tax"
